Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-27 00:00:00+09:00,92240.8383437768,93613.46772201292,91966.30989444548,92927.15625,3921,0.0,0.0
2021-09-28 00:00:00+09:00,92927.15305965189,93201.67506534813,91691.7847313886,93064.4140625,4209,0.0,0.0
2021-09-29 00:00:00+09:00,93338.93353039578,93338.93353039578,90319.14028432796,90730.9296875,5454,0.0,0.0
2021-09-30 00:00:00+09:00,91691.77410254016,92378.08547143408,90868.1953125,90868.1953125,6852,0.0,0.0
2021-10-01 00:00:00+09:00,92103.57480709157,92515.36425267588,88946.52024620859,89083.78125,8532,0.0,0.0
2021-10-04 00:00:00+09:00,90181.88032452742,90868.19814905485,89221.04051755663,89495.5625,5340,0.0,0.0
2021-10-05 00:00:00+09:00,89632.84134950144,89907.36336693376,86887.57613570603,88946.5234375,7749,0.0,0.0
2021-10-06 00:00:00+09:00,90730.94513336539,90868.21258059716,87985.68626767713,89221.0546875,10233,0.0,0.0
2021-10-07 00:00:00+09:00,88946.5268081907,90456.42369812833,88397.4763183091,90319.15625,6066,0.0,0.0
2021-10-08 00:00:00+09:00,90181.89181857639,90456.42027021904,88946.5234375,88946.5234375,3129,0.0,0.0
2021-10-11 00:00:00+09:00,90044.61652245985,90868.1953125,88946.50932433654,90868.1953125,4887,0.0,0.0
2021-10-12 00:00:00+09:00,90868.20275873566,91691.78161626436,90730.935326341,91279.9921875,3189,0.0,0.0
2021-10-13 00:00:00+09:00,91691.78510769964,92652.625,91417.25666666667,92652.625,6513,0.0,0.0
2021-10-14 00:00:00+09:00,92652.62110187544,92927.14953135833,91279.99182288055,91691.78125,6468,0.0,0.0
2021-10-15 00:00:00+09:00,92927.14030128192,93476.19067150298,91691.7721426277,93338.9296875,4665,0.0,0.0
2021-10-18 00:00:00+09:00,93476.20030550902,93476.20030550902,91005.46373355725,93201.671875,6987,0.0,0.0
2021-10-19 00:00:00+09:00,93887.9812018244,94299.77059306046,92652.61302811617,94025.2421875,5322,0.0,0.0
2021-10-20 00:00:00+09:00,92789.88600341146,93750.73232992187,92515.36399658854,92652.625,3006,0.0,0.0
2021-10-21 00:00:00+09:00,93064.40226657037,93064.40226657037,91691.77310943996,92103.5625,2622,0.0,0.0
2021-10-22 00:00:00+09:00,92103.57175152456,92515.3611834476,91142.72545423087,92378.09375,3516,0.0,0.0
2021-10-25 00:00:00+09:00,91966.29475422742,93064.40193656339,91966.29475422742,92515.3515625,2265,0.0,0.0
2021-10-26 00:00:00+09:00,93064.41521860987,93064.41521860987,91554.51843168332,91829.046875,1848,0.0,0.0
2021-10-27 00:00:00+09:00,92515.36361689745,93064.4140625,92378.09617983928,93064.4140625,2691,0.0,0.0
2021-10-28 00:00:00+09:00,92652.62144819176,93201.671875,91829.0425908745,93201.671875,3123,0.0,0.0
2021-10-29 00:00:00+09:00,93201.66689665483,93887.984719163,92515.35550835617,93476.1953125,3672,0.0,0.0
2021-11-01 00:00:00+09:00,93750.73194516073,94162.52138791516,93064.4140625,93064.4140625,3006,0.0,0.0
2021-11-02 00:00:00+09:00,92378.09375,92927.15061537064,91417.2538869162,92378.09375,4440,0.0,0.0
2021-11-04 00:00:00+09:00,92789.8735324271,93338.93034069968,92103.56217340016,92515.3515625,6315,0.0,0.0
2021-11-05 00:00:00+09:00,92652.625,93613.46489230034,92240.83555555555,92652.625,3255,0.0,0.0
2021-11-08 00:00:00+09:00,91966.2950803405,93201.66325202065,91691.77310943996,92103.5625,6219,0.0,0.0
2021-11-09 00:00:00+09:00,91829.04726210586,92652.62616131756,91142.72936802605,91417.2578125,3822,0.0,0.0
2021-11-10 00:00:00+09:00,91142.71728637385,91142.71728637385,90319.1384963337,90868.1953125,3438,0.0,0.0
2021-11-11 00:00:00+09:00,90868.20735776224,91417.2578125,90593.67891328828,91417.2578125,1794,0.0,0.0
2021-11-12 00:00:00+09:00,90868.20813432007,91417.25859375,90181.890234375,90593.6796875,2361,0.0,0.0
2021-11-15 00:00:00+09:00,90593.67223173517,91279.99007519698,89907.35438827334,90181.8828125,2193,0.0,0.0
2021-11-16 00:00:00+09:00,90319.1384963337,91005.45629943693,90044.61652245985,90868.1953125,1836,0.0,0.0
2021-11-17 00:00:00+09:00,89632.84835555498,91142.73887208263,89495.58090189914,89770.109375,2352,0.0,0.0
2021-11-18 00:00:00+09:00,90593.67929864254,91142.72975571577,90319.15085300083,91005.46875,2820,0.0,0.0
2021-11-19 00:00:00+09:00,90868.20774428424,91417.25820135747,90456.41829292677,91005.46875,2928,0.0,0.0
2021-11-22 00:00:00+09:00,91554.50668139393,91966.29607641402,90868.1953125,90868.1953125,3162,0.0,0.0
2021-11-24 00:00:00+09:00,90730.92789135379,91279.98470752008,90044.61652245985,90868.1953125,2721,0.0,0.0
2021-11-25 00:00:00+09:00,90868.21194299887,92103.58035415348,90868.21194299887,91554.5234375,2172,0.0,0.0
2021-11-26 00:00:00+09:00,91554.51881763189,91966.30826723775,90044.62845855052,91417.2578125,4662,0.0,0.0
2021-11-29 00:00:00+09:00,91829.04443545379,92378.09487329086,90319.14768863942,91142.7265625,7422,0.0,0.0
2021-11-30 00:00:00+09:00,91554.51247395658,93613.45957932448,86201.25,86201.25,14265,0.0,0.0
2021-12-01 00:00:00+09:00,88122.94728069838,90456.42310732287,87848.41882044534,89221.0546875,10554,0.0,0.0
2021-12-02 00:00:00+09:00,89495.57471468688,90044.63162292994,88122.9453125,88122.9453125,8451,0.0,0.0
2021-12-03 00:00:00+09:00,88946.51455479453,90593.67223173517,88946.51455479453,90181.8828125,6738,0.0,0.0
2021-12-06 00:00:00+09:00,90044.63040894567,90319.1524251557,88671.99459105432,89358.3125,3945,0.0,0.0
2021-12-07 00:00:00+09:00,88809.25110968207,89907.35190787454,88809.25110968207,89495.5625,3090,0.0,0.0
2021-12-08 00:00:00+09:00,91142.72898381336,91829.046875,90181.88908352017,91829.046875,6921,0.0,0.0
2021-12-09 00:00:00+09:00,91554.51804918071,92789.88638762938,90730.9391568816,92240.8359375,9933,0.0,0.0
2021-12-10 00:00:00+09:00,94162.52138791516,94162.52138791516,91142.72785157601,93064.4140625,11991,0.0,0.0
2021-12-13 00:00:00+09:00,92927.1412811201,93476.19165713042,91829.03409489023,92103.5625,4158,0.0,0.0
2021-12-14 00:00:00+09:00,92378.09617983928,93064.4140625,91554.51729433044,93064.4140625,4950,0.0,0.0
2021-12-15 00:00:00+09:00,92515.3611834476,92515.3611834476,91417.2538869162,92378.09375,3465,0.0,0.0
2021-12-16 00:00:00+09:00,93064.4108768504,93887.98973416766,92378.09301768274,93201.671875,3615,0.0,0.0
2021-12-17 00:00:00+09:00,92927.15320288685,96221.46875,92515.3637594977,96221.46875,15177,0.0,0.0
2021-12-20 00:00:00+09:00,94848.83168896058,95946.9390010917,94299.78125,94299.78125,6822,0.0,0.0
2021-12-21 00:00:00+09:00,94299.7797746781,95946.9375,93613.46191105737,95946.9375,4779,0.0,0.0
2021-12-22 00:00:00+09:00,96084.20390903231,96221.47135001117,95123.36399323135,95260.625,4311,0.0,0.0
2021-12-23 00:00:00+09:00,95260.63098789277,96084.2099486936,94986.10895709958,95397.8984375,2052,0.0,0.0
2021-12-24 00:00:00+09:00,96358.73799340217,96358.73799340217,95672.4200509915,95809.6875,2808,0.0,0.0
2021-12-27 00:00:00+09:00,95946.93467420495,96084.1956692026,95397.88426000472,95672.40625,1443,0.0,0.0
2021-12-28 00:00:00+09:00,95946.95141086497,97731.37039394099,95809.690391924,97594.109375,2775,0.0,0.0
2021-12-29 00:00:00+09:00,97868.63322157154,98692.2121647146,97319.57630333582,97456.84375,5385,0.0,0.0
2021-12-30 00:00:00+09:00,97731.3497633247,98417.66758157285,97319.5603592177,97868.6171875,2874,0.0,0.0
2022-01-04 00:00:00+09:00,98829.46914225942,99515.78704492853,97731.36178483091,98417.6796875,4563,0.0,0.0
2022-01-05 00:00:00+09:00,98966.72702636752,98966.72702636752,96495.9903757713,96633.2578125,7914,0.0,0.0
2022-01-06 00:00:00+09:00,96495.9921875,97045.04907630337,95672.4132885051,96495.9921875,5061,0.0,0.0
2022-01-07 00:00:00+09:00,95946.9375,97456.83422628167,95260.61963637926,95946.9375,6189,0.0,0.0
2022-01-11 00:00:00+09:00,96358.72843886462,96358.72843886462,93887.99181222708,94299.78125,4710,0.0,0.0
2022-01-12 00:00:00+09:00,93887.9921875,95123.36050575657,93750.73118576371,93887.9921875,4122,0.0,0.0
2022-01-13 00:00:00+09:00,94299.78666375978,95397.89403893334,93064.41827951837,93613.46875,5853,0.0,0.0
2022-01-14 00:00:00+09:00,93476.20142201963,93476.20142201963,91966.3046875,91966.3046875,5970,0.0,0.0
