Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-13 00:00:00+09:00,163896.4447429613,165976.34886406484,163896.4447429613,165477.171875,4734,0.0,0.0
2021-09-14 00:00:00+09:00,164645.253386854,167141.1389864526,164645.253386854,165810.0,4686,0.0,0.0
2021-09-15 00:00:00+09:00,165893.1946305513,166309.17555991578,162482.15100976263,162981.328125,4358,0.0,0.0
2021-09-16 00:00:00+09:00,162315.7222887909,163064.48779396727,161400.56444913088,162731.703125,4600,0.0,0.0
2021-09-17 00:00:00+09:00,164478.85759085763,166475.56602898642,162731.73770749496,165394.015625,8432,0.0,0.0
2021-09-21 00:00:00+09:00,163314.100679278,163563.68921826823,161400.58854701952,161899.765625,5935,0.0,0.0
2021-09-22 00:00:00+09:00,163314.1147337545,163896.48804151625,160651.83675541516,161317.40625,6065,0.0,0.0
2021-09-24 00:00:00+09:00,161317.38710227274,162898.11446428573,160069.44444805195,160152.640625,6254,0.0,0.0
2021-09-27 00:00:00+09:00,160152.63893821024,161317.3854032154,159986.24658606664,161067.796875,4004,0.0,0.0
2021-09-28 00:00:00+09:00,160901.4217949539,163147.71879002306,159736.67520491802,162398.953125,3371,0.0,0.0
2021-09-29 00:00:00+09:00,161150.99820185234,161234.1943805833,157906.34723134525,158322.328125,3661,0.0,0.0
2021-09-30 00:00:00+09:00,158322.321025,158738.30190000002,155992.828125,155992.828125,5119,0.0,0.0
2021-10-01 00:00:00+09:00,157240.7633977149,158322.31362214364,152914.5625,152914.5625,6322,0.0,0.0
2021-10-04 00:00:00+09:00,154495.2899212015,156159.21334523166,153247.34735317886,154412.09375,4624,0.0,0.0
2021-10-05 00:00:00+09:00,154328.91144706597,154994.4808764873,150085.90633450513,153829.734375,5664,0.0,0.0
2021-10-06 00:00:00+09:00,153912.9148267663,154911.26886888588,150002.69482846468,153080.953125,5018,0.0,0.0
2021-10-07 00:00:00+09:00,153080.9584900591,155992.82454829392,152165.80058604246,154828.078125,4304,0.0,0.0
2021-10-08 00:00:00+09:00,154828.07269870923,156076.0152513587,153080.953125,153080.953125,3510,0.0,0.0
2021-10-11 00:00:00+09:00,149753.10808067137,153663.328125,149087.53871142393,153663.328125,5391,0.0,0.0
2021-10-12 00:00:00+09:00,153663.33163471922,155077.66657667386,152914.56607721382,154079.3125,4370,0.0,0.0
2021-10-13 00:00:00+09:00,154661.7184766039,156991.21181568134,154245.73752319723,156908.015625,5308,0.0,0.0
2021-10-14 00:00:00+09:00,157240.76058070868,158987.88014271655,156491.99505413388,158488.703125,5446,0.0,0.0
2021-10-15 00:00:00+09:00,158904.69973596086,162066.1544951056,157739.9532457496,161483.78125,5332,0.0,0.0
2021-10-18 00:00:00+09:00,160735.00682114883,160735.00682114883,155909.62876958225,159320.671875,6250,0.0,0.0
2021-10-19 00:00:00+09:00,159487.06422160575,160069.43743472587,157573.55223563968,159320.671875,4774,0.0,0.0
2021-10-20 00:00:00+09:00,158239.1336796423,158488.7222185692,156492.01390715415,158155.9375,2828,0.0,0.0
2021-10-21 00:00:00+09:00,158155.92531793623,159320.67174321297,157490.3559320638,157823.140625,1690,0.0,0.0
2021-10-22 00:00:00+09:00,157823.17372249468,158987.9203920334,156242.4460995493,156908.015625,2257,0.0,0.0
2021-10-25 00:00:00+09:00,157573.56248342173,158239.13191312997,156824.796875,156824.796875,1783,0.0,0.0
2021-10-26 00:00:00+09:00,156824.78634692513,157074.37486631016,155077.66671122995,155576.84375,3355,0.0,0.0
2021-10-27 00:00:00+09:00,156325.6163231383,156907.98956117022,155327.26220079788,156408.8125,3072,0.0,0.0
