Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-08-16 00:00:00+09:00,94970.96945564516,95818.92454007055,94970.96945564516,95587.6640625,1268,0.0,0.0
2021-08-17 00:00:00+09:00,95587.67008856683,96204.36473429952,94816.80178140097,95741.84375,2040,0.0,0.0
2021-08-18 00:00:00+09:00,95741.83823090693,97129.40110381863,95741.83823090693,96898.140625,1212,0.0,0.0
2021-08-19 00:00:00+09:00,96358.53570532128,96821.05667670682,95510.58059111446,95973.1015625,1942,0.0,0.0
2021-08-20 00:00:00+09:00,95587.66941855755,95973.10356943883,94585.54062626621,95125.1484375,2005,0.0,0.0
2021-08-23 00:00:00+09:00,95125.14437448813,95741.83898955774,93891.75514434889,94123.015625,2492,0.0,0.0
2021-08-24 00:00:00+09:00,93814.66743172055,94970.96982405892,93814.66743172055,94200.1015625,2693,0.0,0.0
2021-08-25 00:00:00+09:00,94354.27878694581,94739.71293231731,93814.67098342569,93891.7578125,1943,0.0,0.0
2021-08-26 00:00:00+09:00,93737.56326034063,95048.0390625,93197.95557709853,95048.0390625,3802,0.0,0.0
2021-08-27 00:00:00+09:00,95202.22251838236,98594.04259191177,95048.04887867648,98285.6953125,3853,0.0,0.0
2021-08-30 00:00:00+09:00,97514.83206463675,99287.82901126651,97129.3979458042,99210.7421875,3376,0.0,0.0
2021-08-31 00:00:00+09:00,98285.7034979117,98902.39810809468,96821.05379872714,96898.140625,3346,0.0,0.0
2021-09-01 00:00:00+09:00,96821.04268905874,97052.30314134152,95664.74042764482,95818.9140625,2939,0.0,0.0
2021-09-02 00:00:00+09:00,95973.09110201322,96666.87248347356,95587.65700120192,96204.3515625,2161,0.0,0.0
2021-09-03 00:00:00+09:00,95664.7421875,96281.43673826552,94354.2662671233,95664.7421875,3010,0.0,0.0
2021-09-06 00:00:00+09:00,95896.0008799276,96127.26133221039,95433.47997536203,95818.9140625,2107,0.0,0.0
2021-09-07 00:00:00+09:00,94970.96536267317,95433.48629788101,94200.09713732681,94585.53125,3099,0.0,0.0
2021-09-08 00:00:00+09:00,94200.1015625,94739.70934559125,93429.23330094108,94200.1015625,2130,0.0,0.0
2021-09-09 00:00:00+09:00,94200.10067457073,94508.44797628782,93891.75337285364,94277.1875,1570,0.0,0.0
2021-09-10 00:00:00+09:00,94893.88930041152,94893.88930041152,93506.32633744857,93660.5,2576,0.0,0.0
2021-09-13 00:00:00+09:00,93660.4946636978,94123.015625,93429.23418304669,94123.015625,2239,0.0,0.0
2021-09-14 00:00:00+09:00,93583.4034334217,94585.53213575653,93583.4034334217,94508.4453125,1594,0.0,0.0
2021-09-15 00:00:00+09:00,94277.18857558738,94816.79635974857,93197.97300726504,93506.3203125,2746,0.0,0.0
2021-09-16 00:00:00+09:00,93352.15178479647,94045.93325966284,93197.97812371506,93737.5859375,2028,0.0,0.0
2021-09-17 00:00:00+09:00,93429.22758943427,93968.83533953827,92350.0120892263,92658.359375,4020,0.0,0.0
