Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-27 00:00:00+09:00,148780.27829935623,151448.6202471164,148780.27829935623,150720.890625,1459,0.0,0.0
2021-09-28 00:00:00+09:00,151448.60181905457,152984.91972325213,149750.56624073093,152661.484375,1996,0.0,0.0
2021-09-29 00:00:00+09:00,151933.7765123663,152257.21190675133,150235.74069184493,151206.046875,1451,0.0,0.0
2021-09-30 00:00:00+09:00,150559.16548986486,151691.18929054053,149022.84747466215,149588.859375,3319,0.0,0.0
2021-10-01 00:00:00+09:00,149103.67625348188,149427.11155988858,144979.87609679665,145141.59375,3683,0.0,0.0
2021-10-04 00:00:00+09:00,147243.96507200936,149508.01286004687,146273.65887713616,146677.953125,2910,0.0,0.0
2021-10-05 00:00:00+09:00,146677.94701828604,149022.85355826965,143120.15778520744,148133.40625,3121,0.0,0.0
2021-10-06 00:00:00+09:00,150235.73785762943,150801.74978712533,145626.78357459127,148375.984375,3349,0.0,0.0
2021-10-07 00:00:00+09:00,148537.67782738098,149507.98383387446,146597.06581439395,149427.125,2574,0.0,0.0
2021-10-08 00:00:00+09:00,149346.28304331412,149588.85957235034,147243.953125,147243.953125,2937,0.0,0.0
2021-10-11 00:00:00+09:00,147243.9620851469,148780.28019586505,145545.92627856365,148618.5625,3101,0.0,0.0
2021-10-12 00:00:00+09:00,149265.39585043787,149265.39585043787,147082.207503763,147729.078125,2033,0.0,0.0
2021-10-13 00:00:00+09:00,148456.81266756033,151367.73056300267,147729.0831936997,150801.71875,2529,0.0,0.0
2021-10-14 00:00:00+09:00,151206.01344788316,152499.75473941586,150397.42514067524,150882.578125,1318,0.0,0.0
2021-10-15 00:00:00+09:00,151367.74298199153,152984.91972325213,150640.01344842426,152661.484375,1435,0.0,0.0
2021-10-18 00:00:00+09:00,152661.4580917238,153550.90514628362,150882.56398260413,153389.1875,2112,0.0,0.0
2021-10-19 00:00:00+09:00,153146.63197217786,153550.92614317092,150640.00811202076,151852.890625,2493,0.0,0.0
2021-10-20 00:00:00+09:00,151852.8900839105,151933.748917821,149993.1369039691,151772.03125,1264,0.0,0.0
