Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-09-27 00:00:00+09:00,106776.90895996094,107446.35666503907,106274.82318115234,107111.6328125,4750,0.0,0.0
2021-09-28 00:00:00+09:00,107278.99473876954,107446.35666503907,105772.73740234376,107111.6328125,4730,0.0,0.0
2021-09-29 00:00:00+09:00,107111.62440570522,107111.62440570522,104768.55762183042,105605.3671875,5035,0.0,0.0
2021-09-30 00:00:00+09:00,105438.02062499999,106274.8303125,104601.2109375,104601.2109375,5415,0.0,0.0
2021-10-01 00:00:00+09:00,105438.01470588235,105605.37663398692,102425.5,102425.5,9830,0.0,0.0
2021-10-04 00:00:00+09:00,103764.39044773096,104266.47620796191,102425.49508711506,103262.3046875,6010,0.0,0.0
2021-10-05 00:00:00+09:00,102927.56501934039,103764.37449104234,100751.86039291532,102760.203125,7615,0.0,0.0
2021-10-06 00:00:00+09:00,102927.57598975081,104099.109375,101756.0426045016,104099.109375,6905,0.0,0.0
2021-10-07 00:00:00+09:00,102927.57598975081,104433.83319935692,101923.40451668006,104099.109375,7285,0.0,0.0
2021-10-08 00:00:00+09:00,104099.1194359756,105103.29100609756,102927.5859375,102927.5859375,5895,0.0,0.0
2021-10-11 00:00:00+09:00,102927.58623943236,104266.48167018921,101756.05273752013,103931.7578125,6270,0.0,0.0
2021-10-12 00:00:00+09:00,104601.19235131048,104601.19235131048,103597.0209047379,103764.3828125,3900,0.0,0.0
2021-10-13 00:00:00+09:00,103931.74825019715,106107.453125,103931.74825019715,106107.453125,7130,0.0,0.0
2021-10-14 00:00:00+09:00,106274.81776975236,107111.62735849057,105270.6462632665,106442.1796875,5485,0.0,0.0
2021-10-15 00:00:00+09:00,106776.90911741836,107781.08067651633,106274.82333786937,107613.71875,3660,0.0,0.0
2021-10-18 00:00:00+09:00,107613.71875,107781.08067651633,105270.65177877138,107613.71875,9665,0.0,0.0
2021-10-19 00:00:00+09:00,107781.07010530421,108115.79392550702,106107.45100429018,107278.984375,6480,0.0,0.0
2021-10-20 00:00:00+09:00,106274.81503844637,107278.9865191246,106107.453125,106107.453125,3640,0.0,0.0
2021-10-21 00:00:00+09:00,104935.9323827504,106442.18978537362,104601.2085155008,105270.65625,3985,0.0,0.0
